file_id,folder_cat,filename,size_kb,folder_norm,csv_category,status
23416654,ACCOUNTANT,23416654.pdf,22.81,ACCOUNTANT,ACCOUNTANT,ok
23438112,ACCOUNTANT,23438112.pdf,22.2,ACCOUNTANT,ACCOUNTANT,ok
23513618,ACCOUNTANT,23513618.pdf,23.38,ACCOUNTANT,ACCOUNTANT,ok
23636277,ACCOUNTANT,23636277.pdf,23.96,ACCOUNTANT,ACCOUNTANT,ok
23734441,ACCOUNTANT,23734441.pdf,21.99,ACCOUNTANT,ACCOUNTANT,ok
24103168,ACCOUNTANT,24103168.pdf,22.68,ACCOUNTANT,ACCOUNTANT,ok
24294778,ACCOUNTANT,24294778.pdf,36.78,ACCOUNTANT,ACCOUNTANT,ok
24703009,ACCOUNTANT,24703009.pdf,22.67,ACCOUNTANT,ACCOUNTANT,ok
24799301,ACCOUNTANT,24799301.pdf,14.32,ACCOUNTANT,ACCOUNTANT,ok
24817041,ACCOUNTANT,24817041.pdf,17.22,ACCOUNTANT,ACCOUNTANT,ok
25067742,ACCOUNTANT,25067742.pdf,25.22,ACCOUNTANT,ACCOUNTANT,ok
25127518,ACCOUNTANT,25127518.pdf,19.63,ACCOUNTANT,ACCOUNTANT,ok
25462793,ACCOUNTANT,25462793.pdf,18.65,ACCOUNTANT,ACCOUNTANT,ok
25547145,ACCOUNTANT,25547145.pdf,23.8,ACCOUNTANT,ACCOUNTANT,ok
25749150,ACCOUNTANT,25749150.pdf,48.1,ACCOUNTANT,ACCOUNTANT,ok
25846894,ACCOUNTANT,25846894.pdf,23.45,ACCOUNTANT,ACCOUNTANT,ok
25862026,ACCOUNTANT,25862026.pdf,19.83,ACCOUNTANT,ACCOUNTANT,ok
25867805,ACCOUNTANT,25867805.pdf,32.56,ACCOUNTANT,ACCOUNTANT,ok
25935030,ACCOUNTANT,25935030.pdf,32.82,ACCOUNTANT,ACCOUNTANT,ok
26065877,ACCOUNTANT,26065877.pdf,20.99,ACCOUNTANT,ACCOUNTANT,ok
26975573,ACCOUNTANT,26975573.pdf,26.08,ACCOUNTANT,ACCOUNTANT,ok
27558837,ACCOUNTANT,27558837.pdf,20.33,ACCOUNTANT,ACCOUNTANT,ok
27573855,ACCOUNTANT,27573855.pdf,24.6,ACCOUNTANT,ACCOUNTANT,ok
27637576,ACCOUNTANT,27637576.pdf,25.2,ACCOUNTANT,ACCOUNTANT,ok
27980446,ACCOUNTANT,27980446.pdf,21.79,ACCOUNTANT,ACCOUNTANT,ok
28298773,ACCOUNTANT,28298773.pdf,22.36,ACCOUNTANT,ACCOUNTANT,ok
28359817,ACCOUNTANT,28359817.pdf,22.79,ACCOUNTANT,ACCOUNTANT,ok
28614791,ACCOUNTANT,28614791.pdf,35.99,ACCOUNTANT,ACCOUNTANT,ok
28939941,ACCOUNTANT,28939941.pdf,22.81,ACCOUNTANT,ACCOUNTANT,ok
28969385,ACCOUNTANT,28969385.pdf,21.98,ACCOUNTANT,ACCOUNTANT,ok
29050809,ACCOUNTANT,29050809.pdf,28.65,ACCOUNTANT,ACCOUNTANT,ok
29456173,ACCOUNTANT,29456173.pdf,21.05,ACCOUNTANT,ACCOUNTANT,ok
29821051,ACCOUNTANT,29821051.pdf,28.63,ACCOUNTANT,ACCOUNTANT,ok
29999135,ACCOUNTANT,29999135.pdf,27.15,ACCOUNTANT,ACCOUNTANT,ok
30304575,ACCOUNTANT,30304575.pdf,28.0,ACCOUNTANT,ACCOUNTANT,ok
30361788,ACCOUNTANT,30361788.pdf,16.81,ACCOUNTANT,ACCOUNTANT,ok
30813919,ACCOUNTANT,30813919.pdf,37.11,ACCOUNTANT,ACCOUNTANT,ok
31602598,ACCOUNTANT,31602598.pdf,32.39,ACCOUNTANT,ACCOUNTANT,ok
33527446,ACCOUNTANT,33527446.pdf,23.44,ACCOUNTANT,ACCOUNTANT,ok
34198885,ACCOUNTANT,34198885.pdf,20.89,ACCOUNTANT,ACCOUNTANT,ok
34816637,ACCOUNTANT,34816637.pdf,19.2,ACCOUNTANT,ACCOUNTANT,ok
35554162,ACCOUNTANT,35554162.pdf,23.62,ACCOUNTANT,ACCOUNTANT,ok
36024962,ACCOUNTANT,36024962.pdf,16.12,ACCOUNTANT,ACCOUNTANT,ok
36425270,ACCOUNTANT,36425270.pdf,21.54,ACCOUNTANT,ACCOUNTANT,ok
37370455,ACCOUNTANT,37370455.pdf,29.83,ACCOUNTANT,ACCOUNTANT,ok
37997506,ACCOUNTANT,37997506.pdf,23.21,ACCOUNTANT,ACCOUNTANT,ok
38847011,ACCOUNTANT,38847011.pdf,24.59,ACCOUNTANT,ACCOUNTANT,ok
39115899,ACCOUNTANT,39115899.pdf,19.74,ACCOUNTANT,ACCOUNTANT,ok
39674178,ACCOUNTANT,39674178.pdf,22.84,ACCOUNTANT,ACCOUNTANT,ok
42487883,ACCOUNTANT,42487883.pdf,21.68,ACCOUNTANT,ACCOUNTANT,ok
43685045,ACCOUNTANT,43685045.pdf,22.16,ACCOUNTANT,ACCOUNTANT,ok
49204385,ACCOUNTANT,49204385.pdf,38.85,ACCOUNTANT,ACCOUNTANT,ok
49997097,ACCOUNTANT,49997097.pdf,21.17,ACCOUNTANT,ACCOUNTANT,ok
50222417,ACCOUNTANT,50222417.pdf,26.04,ACCOUNTANT,ACCOUNTANT,ok
53640713,ACCOUNTANT,53640713.pdf,29.04,ACCOUNTANT,ACCOUNTANT,ok
59403481,ACCOUNTANT,59403481.pdf,24.22,ACCOUNTANT,ACCOUNTANT,ok
62809577,ACCOUNTANT,62809577.pdf,19.53,ACCOUNTANT,ACCOUNTANT,ok
63137898,ACCOUNTANT,63137898.pdf,23.0,ACCOUNTANT,ACCOUNTANT,ok
75286906,ACCOUNTANT,75286906.pdf,23.86,ACCOUNTANT,ACCOUNTANT,ok
78257294,ACCOUNTANT,78257294.pdf,26.49,ACCOUNTANT,ACCOUNTANT,ok
78403342,ACCOUNTANT,78403342.pdf,24.26,ACCOUNTANT,ACCOUNTANT,ok
80053367,ACCOUNTANT,80053367.pdf,28.41,ACCOUNTANT,ACCOUNTANT,ok
82649935,ACCOUNTANT,82649935.pdf,22.7,ACCOUNTANT,ACCOUNTANT,ok
87635012,ACCOUNTANT,87635012.pdf,23.38,ACCOUNTANT,ACCOUNTANT,ok
98559931,ACCOUNTANT,98559931.pdf,23.44,ACCOUNTANT,ACCOUNTANT,ok
10186968,ADVOCATE,10186968.pdf,20.47,ADVOCATE,ADVOCATE,ok
10344379,ADVOCATE,10344379.pdf,20.53,ADVOCATE,ADVOCATE,ok
10659182,ADVOCATE,10659182.pdf,21.18,ADVOCATE,ADVOCATE,ok
10818478,ADVOCATE,10818478.pdf,18.05,ADVOCATE,ADVOCATE,ok
11174187,ADVOCATE,11174187.pdf,26.4,ADVOCATE,ADVOCATE,ok
11188218,ADVOCATE,11188218.pdf,42.84,ADVOCATE,ADVOCATE,ok
11773767,ADVOCATE,11773767.pdf,21.83,ADVOCATE,ADVOCATE,ok
11963737,ADVOCATE,11963737.pdf,21.94,ADVOCATE,ADVOCATE,ok
12171093,ADVOCATE,12171093.pdf,17.62,ADVOCATE,ADVOCATE,ok
12544735,ADVOCATE,12544735.pdf,18.42,ADVOCATE,ADVOCATE,ok
13072354,ADVOCATE,13072354.pdf,23.37,ADVOCATE,ADVOCATE,ok
13115648,ADVOCATE,13115648.pdf,21.75,ADVOCATE,ADVOCATE,ok
13342150,ADVOCATE,13342150.pdf,42.17,ADVOCATE,ADVOCATE,ok
13593241,ADVOCATE,13593241.pdf,23.42,ADVOCATE,ADVOCATE,ok
13809698,ADVOCATE,13809698.pdf,22.07,ADVOCATE,ADVOCATE,ok
13909762,ADVOCATE,13909762.pdf,29.33,ADVOCATE,ADVOCATE,ok
13967854,ADVOCATE,13967854.pdf,43.37,ADVOCATE,ADVOCATE,ok
14064815,ADVOCATE,14064815.pdf,22.29,ADVOCATE,ADVOCATE,ok
14146106,ADVOCATE,14146106.pdf,21.23,ADVOCATE,ADVOCATE,ok
14176254,ADVOCATE,14176254.pdf,23.05,ADVOCATE,ADVOCATE,ok
14445309,ADVOCATE,14445309.pdf,29.48,ADVOCATE,ADVOCATE,ok
14708590,ADVOCATE,14708590.pdf,22.73,ADVOCATE,ADVOCATE,ok
15313140,ADVOCATE,15313140.pdf,22.38,ADVOCATE,ADVOCATE,ok
15337481,ADVOCATE,15337481.pdf,23.06,ADVOCATE,ADVOCATE,ok
15727656,ADVOCATE,15727656.pdf,21.7,ADVOCATE,ADVOCATE,ok
15958967,ADVOCATE,15958967.pdf,25.72,ADVOCATE,ADVOCATE,ok
16332348,ADVOCATE,16332348.pdf,39.88,ADVOCATE,ADVOCATE,ok
17021141,ADVOCATE,17021141.pdf,23.4,ADVOCATE,ADVOCATE,ok
17165107,ADVOCATE,17165107.pdf,19.83,ADVOCATE,ADVOCATE,ok
17254634,ADVOCATE,17254634.pdf,23.98,ADVOCATE,ADVOCATE,ok
17847636,ADVOCATE,17847636.pdf,22.65,ADVOCATE,ADVOCATE,ok
17911230,ADVOCATE,17911230.pdf,24.31,ADVOCATE,ADVOCATE,ok
18090899,ADVOCATE,18090899.pdf,24.66,ADVOCATE,ADVOCATE,ok
18725071,ADVOCATE,18725071.pdf,22.63,ADVOCATE,ADVOCATE,ok
18997135,ADVOCATE,18997135.pdf,22.13,ADVOCATE,ADVOCATE,ok
19063156,ADVOCATE,19063156.pdf,35.23,ADVOCATE,ADVOCATE,ok
19108760,ADVOCATE,19108760.pdf,33.63,ADVOCATE,ADVOCATE,ok
19234823,ADVOCATE,19234823.pdf,26.15,ADVOCATE,ADVOCATE,ok
19518606,ADVOCATE,19518606.pdf,22.95,ADVOCATE,ADVOCATE,ok
19926135,ADVOCATE,19926135.pdf,21.4,ADVOCATE,ADVOCATE,ok
20138606,ADVOCATE,20138606.pdf,24.26,ADVOCATE,ADVOCATE,ok
20272792,ADVOCATE,20272792.pdf,16.58,ADVOCATE,ADVOCATE,ok
20324037,ADVOCATE,20324037.pdf,25.52,ADVOCATE,ADVOCATE,ok
20400279,ADVOCATE,20400279.pdf,24.53,ADVOCATE,ADVOCATE,ok
20544228,ADVOCATE,20544228.pdf,20.16,ADVOCATE,ADVOCATE,ok
20604208,ADVOCATE,20604208.pdf,23.47,ADVOCATE,ADVOCATE,ok
20765795,ADVOCATE,20765795.pdf,30.19,ADVOCATE,ADVOCATE,ok
21614256,ADVOCATE,21614256.pdf,23.25,ADVOCATE,ADVOCATE,ok
22042181,ADVOCATE,22042181.pdf,24.08,ADVOCATE,ADVOCATE,ok
22259475,ADVOCATE,22259475.pdf,20.66,ADVOCATE,ADVOCATE,ok
22391901,ADVOCATE,22391901.pdf,21.49,ADVOCATE,ADVOCATE,ok
23427369,ADVOCATE,23427369.pdf,21.92,ADVOCATE,ADVOCATE,ok
23577836,ADVOCATE,23577836.pdf,22.08,ADVOCATE,ADVOCATE,ok
23804341,ADVOCATE,23804341.pdf,21.07,ADVOCATE,ADVOCATE,ok
24124250,ADVOCATE,24124250.pdf,22.87,ADVOCATE,ADVOCATE,ok
24410405,ADVOCATE,24410405.pdf,22.85,ADVOCATE,ADVOCATE,ok
24588864,ADVOCATE,24588864.pdf,33.63,ADVOCATE,ADVOCATE,ok
24695561,ADVOCATE,24695561.pdf,24.02,ADVOCATE,ADVOCATE,ok
24754689,ADVOCATE,24754689.pdf,24.12,ADVOCATE,ADVOCATE,ok
24763208,ADVOCATE,24763208.pdf,25.9,ADVOCATE,ADVOCATE,ok
24946537,ADVOCATE,24946537.pdf,33.66,ADVOCATE,ADVOCATE,ok
25873425,ADVOCATE,25873425.pdf,26.23,ADVOCATE,ADVOCATE,ok
26071861,ADVOCATE,26071861.pdf,23.71,ADVOCATE,ADVOCATE,ok
26456474,ADVOCATE,26456474.pdf,22.97,ADVOCATE,ADVOCATE,ok
27182111,ADVOCATE,27182111.pdf,23.52,ADVOCATE,ADVOCATE,ok
28111403,ADVOCATE,28111403.pdf,24.27,ADVOCATE,ADVOCATE,ok
28206098,ADVOCATE,28206098.pdf,31.69,ADVOCATE,ADVOCATE,ok
28635795,ADVOCATE,28635795.pdf,22.75,ADVOCATE,ADVOCATE,ok
28871170,ADVOCATE,28871170.pdf,22.09,ADVOCATE,ADVOCATE,ok
28974459,ADVOCATE,28974459.pdf,32.83,ADVOCATE,ADVOCATE,ok
29173771,ADVOCATE,29173771.pdf,22.05,ADVOCATE,ADVOCATE,ok
29177904,ADVOCATE,29177904.pdf,22.71,ADVOCATE,ADVOCATE,ok
29415426,ADVOCATE,29415426.pdf,17.43,ADVOCATE,ADVOCATE,ok
29926588,ADVOCATE,29926588.pdf,20.38,ADVOCATE,ADVOCATE,ok
30741799,ADVOCATE,30741799.pdf,32.59,ADVOCATE,ADVOCATE,ok
31040875,ADVOCATE,31040875.pdf,17.95,ADVOCATE,ADVOCATE,ok
31242382,ADVOCATE,31242382.pdf,32.8,ADVOCATE,ADVOCATE,ok
32965335,ADVOCATE,32965335.pdf,25.01,ADVOCATE,ADVOCATE,ok
34327438,ADVOCATE,34327438.pdf,24.08,ADVOCATE,ADVOCATE,ok
34970271,ADVOCATE,34970271.pdf,20.48,ADVOCATE,ADVOCATE,ok
35344611,ADVOCATE,35344611.pdf,22.36,ADVOCATE,ADVOCATE,ok
35474904,ADVOCATE,35474904.pdf,24.28,ADVOCATE,ADVOCATE,ok
36392131,ADVOCATE,36392131.pdf,24.21,ADVOCATE,ADVOCATE,ok
36694627,ADVOCATE,36694627.pdf,22.57,ADVOCATE,ADVOCATE,ok
37333719,ADVOCATE,37333719.pdf,16.5,ADVOCATE,ADVOCATE,ok
37348041,ADVOCATE,37348041.pdf,20.31,ADVOCATE,ADVOCATE,ok
37560528,ADVOCATE,37560528.pdf,23.28,ADVOCATE,ADVOCATE,ok
37640804,ADVOCATE,37640804.pdf,39.25,ADVOCATE,ADVOCATE,ok
38059130,ADVOCATE,38059130.pdf,22.74,ADVOCATE,ADVOCATE,ok
38291889,ADVOCATE,38291889.pdf,22.08,ADVOCATE,ADVOCATE,ok
38698573,ADVOCATE,38698573.pdf,23.76,ADVOCATE,ADVOCATE,ok
38860712,ADVOCATE,38860712.pdf,19.05,ADVOCATE,ADVOCATE,ok
40088790,ADVOCATE,40088790.pdf,26.43,ADVOCATE,ADVOCATE,ok
42164460,ADVOCATE,42164460.pdf,23.27,ADVOCATE,ADVOCATE,ok
44115326,ADVOCATE,44115326.pdf,40.57,ADVOCATE,ADVOCATE,ok
46772262,ADVOCATE,46772262.pdf,21.22,ADVOCATE,ADVOCATE,ok
47133747,ADVOCATE,47133747.pdf,24.9,ADVOCATE,ADVOCATE,ok
49475708,ADVOCATE,49475708.pdf,21.83,ADVOCATE,ADVOCATE,ok
49486820,ADVOCATE,49486820.pdf,25.91,ADVOCATE,ADVOCATE,ok
53169257,ADVOCATE,53169257.pdf,21.59,ADVOCATE,ADVOCATE,ok
54067174,ADVOCATE,54067174.pdf,20.07,ADVOCATE,ADVOCATE,ok
72652441,ADVOCATE,72652441.pdf,24.4,ADVOCATE,ADVOCATE,ok
73448369,ADVOCATE,73448369.pdf,21.46,ADVOCATE,ADVOCATE,ok
74126637,ADVOCATE,74126637.pdf,23.58,ADVOCATE,ADVOCATE,ok
74191424,ADVOCATE,74191424.pdf,23.06,ADVOCATE,ADVOCATE,ok
75057933,ADVOCATE,75057933.pdf,24.03,ADVOCATE,ADVOCATE,ok
75435017,ADVOCATE,75435017.pdf,27.37,ADVOCATE,ADVOCATE,ok
75950464,ADVOCATE,75950464.pdf,41.04,ADVOCATE,ADVOCATE,ok
77439230,ADVOCATE,77439230.pdf,27.23,ADVOCATE,ADVOCATE,ok
78538268,ADVOCATE,78538268.pdf,21.73,ADVOCATE,ADVOCATE,ok
80503242,ADVOCATE,80503242.pdf,22.27,ADVOCATE,ADVOCATE,ok
89508407,ADVOCATE,89508407.pdf,23.2,ADVOCATE,ADVOCATE,ok
90468982,ADVOCATE,90468982.pdf,22.12,ADVOCATE,ADVOCATE,ok
91051945,ADVOCATE,91051945.pdf,34.6,ADVOCATE,ADVOCATE,ok
93512385,ADVOCATE,93512385.pdf,18.0,ADVOCATE,ADVOCATE,ok
95714702,ADVOCATE,95714702.pdf,23.85,ADVOCATE,ADVOCATE,ok
95970987,ADVOCATE,95970987.pdf,29.0,ADVOCATE,ADVOCATE,ok
97405769,ADVOCATE,97405769.pdf,23.97,ADVOCATE,ADVOCATE,ok
10953078,AGRICULTURE,10953078.pdf,22.87,AGRICULTURE,AGRICULTURE,ok
11197262,AGRICULTURE,11197262.pdf,21.26,AGRICULTURE,AGRICULTURE,ok
11676151,AGRICULTURE,11676151.pdf,30.55,AGRICULTURE,AGRICULTURE,ok
11813872,AGRICULTURE,11813872.pdf,41.53,AGRICULTURE,AGRICULTURE,ok
12341902,AGRICULTURE,12341902.pdf,30.73,AGRICULTURE,AGRICULTURE,ok
12674256,AGRICULTURE,12674256.pdf,22.74,AGRICULTURE,AGRICULTURE,ok
14140903,AGRICULTURE,14140903.pdf,23.18,AGRICULTURE,AGRICULTURE,ok
15053703,AGRICULTURE,15053703.pdf,21.06,AGRICULTURE,AGRICULTURE,ok
15546686,AGRICULTURE,15546686.pdf,17.89,AGRICULTURE,AGRICULTURE,ok
15603319,AGRICULTURE,15603319.pdf,31.91,AGRICULTURE,AGRICULTURE,ok
16172429,AGRICULTURE,16172429.pdf,23.23,AGRICULTURE,AGRICULTURE,ok
16507693,AGRICULTURE,16507693.pdf,41.1,AGRICULTURE,AGRICULTURE,ok
16653657,AGRICULTURE,16653657.pdf,22.5,AGRICULTURE,AGRICULTURE,ok
16661264,AGRICULTURE,16661264.pdf,33.69,AGRICULTURE,AGRICULTURE,ok
16849128,AGRICULTURE,16849128.pdf,17.18,AGRICULTURE,AGRICULTURE,ok
17312146,AGRICULTURE,17312146.pdf,18.84,AGRICULTURE,AGRICULTURE,ok
17499196,AGRICULTURE,17499196.pdf,23.17,AGRICULTURE,AGRICULTURE,ok
17640785,AGRICULTURE,17640785.pdf,33.38,AGRICULTURE,AGRICULTURE,ok
18242317,AGRICULTURE,18242317.pdf,31.89,AGRICULTURE,AGRICULTURE,ok
18264694,AGRICULTURE,18264694.pdf,30.1,AGRICULTURE,AGRICULTURE,ok
19532392,AGRICULTURE,19532392.pdf,19.85,AGRICULTURE,AGRICULTURE,ok
19851252,AGRICULTURE,19851252.pdf,14.81,AGRICULTURE,AGRICULTURE,ok
20006992,AGRICULTURE,20006992.pdf,31.59,AGRICULTURE,AGRICULTURE,ok
20969119,AGRICULTURE,20969119.pdf,26.35,AGRICULTURE,AGRICULTURE,ok
21134923,AGRICULTURE,21134923.pdf,21.31,AGRICULTURE,AGRICULTURE,ok
21868149,AGRICULTURE,21868149.pdf,24.29,AGRICULTURE,AGRICULTURE,ok
23631188,AGRICULTURE,23631188.pdf,28.74,AGRICULTURE,AGRICULTURE,ok
24001783,AGRICULTURE,24001783.pdf,28.8,AGRICULTURE,AGRICULTURE,ok
24068423,AGRICULTURE,24068423.pdf,21.84,AGRICULTURE,AGRICULTURE,ok
24397882,AGRICULTURE,24397882.pdf,24.53,AGRICULTURE,AGRICULTURE,ok
24416961,AGRICULTURE,24416961.pdf,24.51,AGRICULTURE,AGRICULTURE,ok
26070334,AGRICULTURE,26070334.pdf,30.21,AGRICULTURE,AGRICULTURE,ok
26835781,AGRICULTURE,26835781.pdf,25.97,AGRICULTURE,AGRICULTURE,ok
26921245,AGRICULTURE,26921245.pdf,30.77,AGRICULTURE,AGRICULTURE,ok
27689009,AGRICULTURE,27689009.pdf,22.2,AGRICULTURE,AGRICULTURE,ok
27888251,AGRICULTURE,27888251.pdf,20.26,AGRICULTURE,AGRICULTURE,ok
28165687,AGRICULTURE,28165687.pdf,24.27,AGRICULTURE,AGRICULTURE,ok
28247753,AGRICULTURE,28247753.pdf,36.43,AGRICULTURE,AGRICULTURE,ok
28733974,AGRICULTURE,28733974.pdf,24.88,AGRICULTURE,AGRICULTURE,ok
29142288,AGRICULTURE,29142288.pdf,39.1,AGRICULTURE,AGRICULTURE,ok
29510501,AGRICULTURE,29510501.pdf,21.43,AGRICULTURE,AGRICULTURE,ok
29746235,AGRICULTURE,29746235.pdf,22.35,AGRICULTURE,AGRICULTURE,ok
29897742,AGRICULTURE,29897742.pdf,21.13,AGRICULTURE,AGRICULTURE,ok
29968330,AGRICULTURE,29968330.pdf,20.52,AGRICULTURE,AGRICULTURE,ok
30437583,AGRICULTURE,30437583.pdf,21.71,AGRICULTURE,AGRICULTURE,ok
34141299,AGRICULTURE,34141299.pdf,22.11,AGRICULTURE,AGRICULTURE,ok
36102323,AGRICULTURE,36102323.pdf,27.99,AGRICULTURE,AGRICULTURE,ok
37201447,AGRICULTURE,37201447.pdf,22.34,AGRICULTURE,AGRICULTURE,ok
37292350,AGRICULTURE,37292350.pdf,29.31,AGRICULTURE,AGRICULTURE,ok
38216888,AGRICULTURE,38216888.pdf,15.96,AGRICULTURE,AGRICULTURE,ok
40882926,AGRICULTURE,40882926.pdf,18.79,AGRICULTURE,AGRICULTURE,ok
54246169,AGRICULTURE,54246169.pdf,22.64,AGRICULTURE,AGRICULTURE,ok
55500538,AGRICULTURE,55500538.pdf,24.35,AGRICULTURE,AGRICULTURE,ok
55712978,AGRICULTURE,55712978.pdf,25.78,AGRICULTURE,AGRICULTURE,ok
56068028,AGRICULTURE,56068028.pdf,24.21,AGRICULTURE,AGRICULTURE,ok
62994611,AGRICULTURE,62994611.pdf,29.52,AGRICULTURE,AGRICULTURE,ok
69336473,AGRICULTURE,69336473.pdf,23.26,AGRICULTURE,AGRICULTURE,ok
69360287,AGRICULTURE,69360287.pdf,24.68,AGRICULTURE,AGRICULTURE,ok
69859102,AGRICULTURE,69859102.pdf,25.24,AGRICULTURE,AGRICULTURE,ok
79536879,AGRICULTURE,79536879.pdf,30.37,AGRICULTURE,AGRICULTURE,ok
81042872,AGRICULTURE,81042872.pdf,23.28,AGRICULTURE,AGRICULTURE,ok
84512719,AGRICULTURE,84512719.pdf,17.86,AGRICULTURE,AGRICULTURE,ok
89740812,AGRICULTURE,89740812.pdf,22.72,AGRICULTURE,AGRICULTURE,ok
10182582,APPAREL,10182582.pdf,16.46,APPAREL,APPAREL,ok
10562768,APPAREL,10562768.pdf,23.96,APPAREL,APPAREL,ok
10738095,APPAREL,10738095.pdf,27.38,APPAREL,APPAREL,ok
10876132,APPAREL,10876132.pdf,23.27,APPAREL,APPAREL,ok
